income,height,weight,age,marital,sex,education,afqt
80000,70,160,52,married,male,16,52.493
42000,70,195,55,married,male,16,67.14
88000,64,170,53,divorced,female,18,44.836
70000,68,170,53,married,female,18,80.162
55000,64,158,52,divorced,female,18,78.244
25000,62,168,49,married,female,12,27.053
57000,61,180,49,married,female,12,28.973
27000,70,180,53,divorced,male,12,26.971
7000,73,235,52,married,male,12,0.652
45000,61,196,51,married,female,12,9.533
76000,70,180,48,married,male,16,35.566
300,69,210,49,divorced,male,10,7.664
30000,63,108,50,married,female,12,5.48
48000,64,157,51,divorced,female,14,5.02
52000,65,280,51,single,female,12,7.938
40000,71,220,50,married,male,16,20.079
65000,61,130,50,widowed,female,14,29.321
24000,59,160,52,divorced,female,12,0.355
31000,61,180,52,single,female,12,16.575
26000,65,160,48,separated,female,12,16.896
25000,62,125,48,single,female,7,0
54000,63,145,49,divorced,female,12,26.957
141000,63,112,50,married,female,14,70.135
14000,71,230,54,divorced,male,13,47.614
18000,64,115,54,separated,female,13,29.118
20000,71,260,51,married,male,9,2.268
52000,64,150,50,divorced,female,15,32.395
60000,67,220,51,married,male,8,40.74
27000,74,256,50,married,male,14,NA
30000,66,250,48,married,female,16,9.001
40000,71,210,51,divorced,male,11,3.115
10000,61,140,48,single,female,11,0.949
20000,63,209,55,married,female,12,22.786
130000,68,200,53,married,male,16,86.149
55000,66,190,51,married,male,16,53.825
30000,67,175,52,divorced,male,12,19.506
30000,62,211,49,married,female,12,18.516
3000,71,195,54,single,male,12,31.265
30000,70,190,48,divorced,male,12,6.961
14000,74,225,48,single,male,12,11.623
77309,69,168,55,married,male,11,11.509
1000,69,210,52,married,male,11,25.407
14000,64,180,51,married,female,11,13.158
50000,76,190,50,married,male,16,68.628
45000,67,150,50,married,male,12,33.931
19000,64,120,49,single,male,12,49.988
22000,66,150,54,divorced,female,11,30.871
25692,61,159,51,married,female,12,53.09
25000,62,130,53,married,female,11,21.067
44600,64,195,51,married,female,15,73.961
44500,71,210,51,divorced,male,11,9.952
32800,65,127,48,married,female,12,54.594
31612,67,190,54,divorced,male,16,10.064
6500,69,165,51,divorced,male,11,0.589
35000,77,210,53,married,male,11,49.234
4000,73,250,51,married,male,16,87.746
28000,70,209,49,single,female,14,37.045
71000,72,210,55,married,male,15,40.024
125000,68,190,49,divorced,male,12,47.602
50000,62,137,52,married,female,14,7.531
46000,71,221,55,married,male,13,12.406
34000,69,250,48,single,female,14,23.254
3000,62,179,49,single,female,11,8.706
76000,70,208,53,married,male,14,48.474
7000,59,151,51,married,female,12,19.834
14000,59,152,49,divorced,female,11,26.641
30000,60,209,53,married,male,12,19.142
44000,65,165,53,married,male,12,3.241
60000,64,178,51,married,male,12,64.198
5400,66,140,50,married,female,12,25.408
62000,65,156,48,married,male,13,62.286
70000,67,179,51,married,male,12,54.298
38000,60,157,53,married,female,9,19.217
11000,66,180,54,divorced,male,12,NA
37000,65,155,49,divorced,female,14,42.533
20000,63,130,50,married,female,10,16.982
36000,68,180,52,married,male,9,37.156
48000,71,210,49,married,male,9,33.017
103000,65,168,55,divorced,female,20,23.094
120000,65,170,55,divorced,female,19,80.057
104000,72,230,52,married,male,16,32.856
33000,62,128,53,married,female,12,34.437
58000,67,187,52,married,male,11,35.624
22000,60,200,50,married,female,13,36.119
15000,64,240,49,married,male,9,30.926
18000,67,250,51,married,male,17,32.908
34000,60,240,51,divorced,female,15,8.022
20000,62,NA,51,divorced,female,12,7.551
85000,68,165,52,married,male,12,54.075
25000,71,170,51,separated,male,11,15.689
54000,68,189,50,married,male,12,35.233
95000,65,180,51,married,female,12,78.212
93000,60,115,55,married,female,16,75.701
10400,65,240,54,single,male,10,11.119
30000,68,178,55,married,female,16,79.115
22880,62,170,55,divorced,female,13,36.125
150000,70,200,51,separated,male,12,12.558
10000,71,249,52,married,male,11,11.9
26000,69,185,55,divorced,male,12,27.045
90000,69,160,48,single,female,16,7.308
50000,69,220,50,widowed,male,12,26.536
21000,66,200,54,divorced,female,14,17.862
9000,64,190,49,married,female,16,31.914
160000,64,127,49,divorced,female,16,6.499
67500,67,200,52,single,female,12,24.858
130000,71,214,49,married,male,20,86.086
110000,68,225,49,married,male,14,31.658
2300,61,123,50,married,female,12,32.407
343830,67,135,55,married,male,16,86.735
26000,63,189,51,separated,female,14,18.019
25000,61,160,48,divorced,female,12,18.812
24000,71,240,51,separated,female,13,40.973
8000,62,135,50,separated,female,9,13.29
46000,67,156,54,married,male,9,10.975
70000,68,185,53,married,male,12,48.121
178000,68,175,48,married,male,19,37.902
52000,63,198,50,married,female,16,44.985
3000,71,250,53,married,male,14,92.868
36000,70,240,55,married,male,12,7.524
27000,69,190,52,married,male,6,2.697
38000,60,140,53,separated,female,5,0
10000,59,134,52,married,female,17,46.671
45000,64,165,56,married,male,12,9.412
50000,61,140,52,divorced,male,4,0.222
40000,62,143,55,divorced,female,14,49.594
75000,58,140,49,single,female,18,54.706
58728,60,300,53,married,female,12,69.282
15000,67,225,48,married,male,11,11.55
40425,64,150,49,divorced,female,12,59.06
170000,66,150,55,married,female,20,61.65
25000,63,145,56,married,female,16,43.335
165000,62,148,55,married,female,18,58.628
38000,68,180,53,single,male,12,9.839
25000,63,225,49,single,female,13,68.759
32000,66,130,54,married,female,11,16.822
43000,65,200,52,widowed,female,13,27.647
40000,66,195,48,divorced,male,18,54.403
55000,67,142,54,divorced,male,16,56.142
56000,64,138,51,divorced,female,14,8.727
72000,65,179,56,married,female,12,4.599
50000,72,210,51,married,male,12,36.433
4000,68,172,50,married,female,15,10.97
53000,67,175,50,married,male,11,52.235
33000,71,240,48,married,male,12,27.836
35000,63,160,49,divorced,female,14,39.196
50000,60,189,53,divorced,female,14,65.001
50000,61,155,50,divorced,female,20,83.533
10000,63,132,55,married,female,16,10.43
93000,64,190,51,married,female,16,44.121
65000,71,210,55,single,male,12,16.365
103000,66,170,52,married,male,16,19.101
96000,65,165,51,married,male,16,33.393
73000,65,160,53,divorced,male,15,24.099
7200,71,270,54,married,male,12,7.676
83000,62,144,49,divorced,female,12,21.965
160000,69,230,52,divorced,male,12,28.291
120000,73,220,48,divorced,male,15,79.749
6400,70,236,48,married,male,11,55.181
40000,69,174,52,married,female,12,65.886
13000,64,180,55,married,male,12,1.335
12000,57,102,54,divorced,female,8,4.214
35000,64,155,49,single,female,12,14.763
57000,66,185,52,married,male,7,0
34000,64,145,50,separated,female,11,8.061
70000,67,190,52,married,male,10,20.583
55000,64,125,51,married,female,12,17.154
5000,70,225,55,single,male,11,0.923
28600,71,205,53,divorced,male,13,48.565
70000,60,180,53,married,female,13,53.065
11000,66,164,54,divorced,male,11,6.793
3000,70,150,53,married,male,12,9.733
27000,70,175,51,separated,male,11,15.715
36000,70,204,48,married,female,16,51.492
70000,68,220,54,married,male,12,6.57
13000,59,131,49,married,female,11,13.505
100000,70,210,51,married,male,14,3.179
36000,69,265,51,married,male,11,4.955
117000,63,115,53,married,female,18,63.738
28000,65,240,50,divorced,female,12,58.602
49000,72,185,49,married,male,16,53.782
48000,68,145,56,married,male,12,26.932
120000,67,180,53,married,female,16,91.372
47000,68,140,50,married,female,16,81.523
50000,74,210,49,married,male,12,79.3
100000,73,215,48,married,male,10,38.025
18000,72,216,54,married,male,3,2.321
40000,64,130,54,married,female,14,70.174
170000,72,225,53,married,male,20,76.108
42000,73,208,50,married,male,13,43.497
45000,67,160,51,married,female,12,51.192
22000,69,149,52,married,male,12,20.994
28000,64,220,51,widowed,female,14,35.833
24000,69,181,50,married,male,12,8.246
75000,68,185,48,married,male,16,20.702
60000,63,124,54,married,female,15,16.264
23000,59,140,52,single,female,4,2.273
10000,61,163,51,widowed,female,10,14.532
33000,65,145,50,married,female,20,14.484
50000,71,210,49,single,male,18,77.383
21000,66,175,55,married,female,12,5.388
63000,62,178,54,married,female,12,6.997
37000,72,205,55,married,male,12,19.994
60000,66,200,48,married,male,14,25.331
36000,65,140,55,divorced,female,15,25.371
62000,70,175,52,divorced,male,12,26.42
65000,64,155,54,married,female,12,70.095
26624,69,198,52,married,male,13,0
64000,71,195,53,married,male,11,34.679
40000,65,200,54,separated,male,12,35.843
32000,63,145,55,married,female,12,16.944
21000,63,140,55,married,female,11,3.695
37000,70,201,53,married,male,12,17.772
9000,70,200,51,single,male,12,28.03
63000,72,270,54,single,male,10,0.102
43333,66,230,48,divorced,female,14,16.176
60000,67,170,48,married,male,12,16.769
18000,62,120,49,married,female,11,4.115
88000,62,117,53,single,female,16,82.651
96000,74,220,51,single,male,15,88.647
45000,70,180,50,married,male,12,17.504
55000,70,220,50,divorced,male,16,65.576
90000,69,190,53,married,male,12,58.643
50000,67,250,49,married,male,9,NA
27000,59,169,51,married,female,7,7.705
40000,62,143,50,married,female,13,31.291
42000,69,170,50,single,male,14,60.048
38091,62,144,49,divorced,female,12,45.237
17250,62,200,50,married,female,12,45.108
3000,66,165,49,single,male,12,49.894
12000,65,165,48,single,male,12,19.335
48000,69,200,50,single,male,12,42.231
12000,65,284,55,separated,male,12,4.145
22000,65,130,50,single,female,12,7.472
23000,67,196,49,married,female,12,15.368
2500,68,195,50,married,female,12,27.526
40000,70,195,49,divorced,male,13,51.835
37500,62,256,55,separated,female,11,39.079
6500,68,272,51,single,male,12,20.35
11000,62,200,49,divorced,female,12,15.96
30000,61,160,49,divorced,female,14,13.128
62000,62,135,48,married,female,20,40.182
65000,68,238,49,divorced,male,13,32.644
47000,59,157,50,divorced,female,13,34.542
6300,61,199,55,separated,female,12,8.765
42000,71,265,50,divorced,male,12,NA
23000,65,170,53,married,male,14,52.383
16000,61,235,49,married,female,13,43.846
24000,65,210,55,widowed,female,12,25.098
60000,74,280,50,married,male,16,50.214
45000,73,290,49,married,male,14,15.79
38000,69,200,50,divorced,male,13,60.232
55000,72,185,49,married,male,12,38.513
14000,62,147,52,divorced,female,13,5.264
53000,67,189,51,married,male,12,2.995
570,62,150,52,married,female,12,14.942
16000,67,175,55,single,male,13,70.056
12000,69,193,53,married,female,14,13.984
62000,71,250,49,married,male,14,32.505
98000,65,163,55,divorced,female,12,28.111
49000,70,183,52,married,male,14,76.373
15000,63,143,50,separated,female,11,6.147
48518,62,162,55,married,female,16,58.898
20000,63,223,48,married,female,12,31.179
71327,57,120,51,married,female,20,15.769
17000,62,150,53,married,female,8,4.739
30000,66,170,50,married,male,14,31.837
4800,62,NA,50,divorced,female,10,1.566
35700,71,250,53,married,male,9,10.619
31000,63,130,48,married,female,12,40.191
72000,70,215,55,married,male,16,65.532
15000,69,200,50,married,female,12,24.112
21000,66,182,51,married,female,18,70.044
20000,72,230,50,married,male,12,21.215
98000,66,175,49,married,female,16,41.197
10000,68,150,48,married,female,17,54.052
50000,70,161,51,divorced,male,12,19.095
70000,72,204,49,married,male,12,24.978
17000,63,220,50,married,female,16,56.957
22000,69,250,48,divorced,male,12,21.014
42000,65,240,53,single,female,17,26.329
40000,63,312,50,single,female,14,80.012
63000,68,150,50,married,female,16,46.333
75000,71,210,49,married,male,12,11.794
48000,63,143,51,married,female,16,49.053
78000,67,139,50,married,female,16,74.528
75000,69,170,52,married,male,12,76.359
84000,72,230,49,married,male,16,57.93
32000,65,142,51,married,female,12,31.705
38000,66,156,50,married,female,12,13.867
41000,62,165,54,separated,female,14,9.675
22000,64,215,52,married,female,13,12.412
52500,63,180,51,married,female,16,79.867
50000,62,153,50,married,female,18,45.787
7000,64,170,53,married,female,14,41.82
16000,63,160,55,divorced,female,12,18.718
15000,63,158,52,separated,female,16,7.288
32000,70,196,51,married,male,12,38.066
48000,72,204,51,divorced,male,14,32.552
24000,63,265,48,divorced,female,12,17.273
18000,64,175,51,married,female,12,21.625
25000,67,250,50,divorced,female,12,14.237
72000,71,210,50,married,male,12,7.956
12000,66,162,53,single,male,12,22.034
43000,70,185,51,married,male,12,21.514
80000,63,163,48,widowed,female,18,25.359
25000,63,160,52,married,female,12,28.165
12000,67,NA,55,married,male,18,44.636
38000,67,195,50,married,female,12,14.33
22000,72,210,49,married,male,12,31.218
18000,64,140,55,divorced,female,16,8.23
50000,67,185,55,divorced,female,13,21.24
20000,72,NA,53,divorced,male,16,30.96
76000,62,142,55,separated,female,14,57.327
40000,65,157,50,divorced,female,14,37.583
78000,68,210,51,married,male,12,20.726
85000,68,185,48,married,male,12,41.19
34000,68,242,50,divorced,female,13,51.516
5000,74,200,54,divorced,male,10,1.98
28000,72,250,53,married,male,9,1.658
2200,71,240,50,married,male,12,1.859
32000,70,218,51,divorced,male,12,18.058
25000,67,190,50,widowed,female,10,8.903
40000,71,212,49,separated,male,12,16.019
12000,65,250,53,married,female,12,25.467
14000,72,195,53,single,male,12,2.995
67000,71,220,50,married,male,13,43.602
63000,64,172,49,divorced,female,12,38.316
45000,68,205,52,married,male,12,10.315
65000,71,215,49,divorced,male,12,28.857
8000,71,180,55,single,male,9,34.034
40000,64,NA,51,single,female,12,46.149
8275,65,120,52,divorced,female,12,10.536
19000,66,185,54,divorced,female,12,8.478
130000,70,211,49,single,male,12,12.182
26000,64,180,54,married,female,12,12.601
14000,65,NA,52,single,female,17,42.241
25000,72,180,51,divorced,male,14,26.936
20000,63,180,48,single,female,14,12.108
106000,73,185,55,married,male,16,56.785
64000,67,196,50,married,male,20,39.652
26000,74,160,56,married,male,12,1.577
15000,73,180,48,separated,male,12,12.05
28000,71,200,49,separated,male,14,4.394
10000,72,170,52,married,male,12,27.317
40000,67,150,52,separated,female,12,22.506
50000,65,160,53,married,female,16,20.606
10000,74,265,55,married,male,17,65.35
20000,67,176,53,separated,female,12,14.078
19000,65,205,51,single,female,12,20.18
37000,69,174,49,married,female,12,29.207
20000,69,170,51,single,male,12,2.727
65000,61,142,51,divorced,female,14,33.71
50000,72,230,48,married,male,12,15.197
46000,66,250,51,married,female,12,28.209
26000,72,170,50,married,male,12,26.126
34000,68,157,51,married,male,12,37.193
63259,67,180,54,divorced,female,14,21.843
30000,64,180,48,married,female,12,20.197
48000,66,138,50,divorced,male,12,14.36
20000,69,215,55,divorced,female,15,38.563
1300,68,160,52,single,male,12,2.343
23000,66,230,52,married,female,12,6.617
25000,67,200,48,married,female,12,21.339
55000,72,240,51,married,male,12,20.572
35000,69,175,52,married,male,11,0.877
29000,67,192,47,separated,female,14,15.258
5000,61,180,53,married,female,14,29.508
28000,72,270,51,divorced,male,12,3.65
9200,62,250,49,married,female,9,18.678
41000,61,NA,54,married,female,12,15.236
28000,65,189,51,married,female,16,24.573
43000,66,158,53,married,female,14,14.939
86000,65,163,51,divorced,female,18,16.994
74000,77,240,48,married,male,18,38.892
50000,65,150,51,divorced,male,18,17.214
23700,67,163,52,married,female,8,5.454
19000,69,195,51,divorced,male,9,NA
13000,70,210,48,divorced,male,8,NA
50000,70,240,54,single,male,14,61.999
36000,63,225,50,married,male,14,2.059
45000,67,189,49,married,male,12,17.73
50000,69,145,49,married,male,17,40.836
33000,67,150,55,married,male,10,18.298
28000,62,190,48,single,female,12,7.868
64000,67,264,52,divorced,male,12,11.875
44000,74,245,52,single,male,12,43.984
27000,67,148,50,divorced,female,12,28.781
25000,63,186,52,married,female,12,6.079
17000,61,150,48,married,female,13,35.277
42000,64,172,55,married,female,15,21.913
29000,62,175,50,divorced,female,12,12.04
53000,67,166,53,single,male,14,51.674
10000,72,310,49,married,male,12,39.498
48000,71,310,54,married,male,11,30.258
23000,70,240,48,married,male,12,52.504
46000,65,130,49,divorced,female,16,54.147
56500,70,216,52,married,male,12,56.183
21000,66,150,50,married,female,14,9.678
1000,66,165,50,divorced,male,11,1.849
21000,62,160,48,divorced,male,11,17.637
9547,64,170,50,divorced,female,9,12.625
32000,68,215,51,married,male,12,26.747
67000,67,217,50,separated,male,12,8.236
12000,70,240,48,single,male,12,47.696
48000,67,185,49,married,male,12,37.111
111000,73,201,54,married,male,14,29.702
22000,67,125,55,married,male,12,19.334
19000,69,203,56,divorced,female,12,7.427
22000,67,209,52,married,female,14,34.314
27000,65,205,50,married,female,14,39.998
51000,69,220,50,married,male,12,38.413
52000,63,140,53,divorced,female,14,50.806
65000,65,210,52,married,male,13,46.449
18000,61,190,50,married,female,12,19.329
120000,63,NA,54,married,female,18,37.882
14000,65,196,52,married,male,14,39.667
34000,64,150,50,married,female,14,16.545
24000,71,255,51,married,male,13,32.839
21000,73,210,52,divorced,male,12,20.308
28000,68,250,50,married,female,12,26.139
5000,63,170,49,divorced,female,13,9.609
20800,67,176,54,single,male,12,24.157
30000,64,200,53,married,female,13,30.864
41000,70,230,49,separated,male,12,81.673
30000,74,236,51,single,male,12,28.976
40000,61,155,55,divorced,female,12,7.955
118000,74,270,53,married,male,12,32.33
32000,67,200,48,married,male,11,17.381
12000,57,124,50,divorced,female,12,15.407
16000,64,260,50,married,female,12,33.786
12000,59,127,52,married,female,12,13.237
34000,72,255,50,married,male,12,8.826
71800,71,210,51,separated,male,14,35.725
75000,65,185,50,married,female,16,54.811
26000,60,140,50,married,female,12,13.958
72000,72,255,54,married,male,14,63.95
32000,63,130,51,married,female,13,11.816
35000,71,225,50,married,male,13,33.618
54000,63,140,54,divorced,female,16,12.105
19000,64,165,52,married,female,14,52.137
25000,66,175,50,married,female,15,38.341
75000,70,290,49,married,male,17,90.906
40000,73,215,54,divorced,male,14,74.375
46000,65,210,49,married,female,12,32.256
56000,68,185,49,married,male,12,40.526
8000,61,135,48,married,female,10,24.84
50000,71,160,48,single,male,12,9.62
72000,71,220,51,married,male,12,48.264
7000,69,215,51,married,male,12,19.238
9000,65,153,50,single,male,12,15.355
30000,67,180,52,married,male,11,NA
5000,62,158,54,single,female,13,15.624
62000,65,172,53,married,female,12,34.415
65000,68,195,48,married,male,12,17.156
37000,66,180,51,married,female,12,19.611
11000,66,180,54,single,female,9,NA
31000,66,165,52,single,female,14,35.834
60000,71,230,51,separated,male,12,12.621
22000,71,170,49,single,male,12,13.577
23000,63,145,49,separated,female,14,60.603
50000,69,205,48,single,male,12,17.025
47000,62,132,53,married,female,12,18.309
17000,71,195,54,divorced,male,12,3.914
43000,65,200,53,divorced,female,18,57.08
20000,63,156,49,single,female,15,47.8
66000,69,230,48,divorced,male,12,55.818
90000,68,180,53,married,male,14,39.34
93000,73,235,52,divorced,male,12,40.654
50000,71,185,54,single,male,12,33.966
11900,66,207,53,married,female,14,18.981
30000,72,198,55,single,male,12,3.45
120000,72,220,52,married,male,12,17.943
30000,71,218,53,single,male,9,4.559
20000,68,171,51,widowed,male,14,20.259
35000,66,198,54,single,female,12,30.922
85000,66,235,55,married,male,12,1.088
45000,74,195,54,married,male,12,12.5
62000,71,300,49,married,male,12,47.932
29120,68,175,48,divorced,female,12,4.662
1000,64,180,50,divorced,female,12,67.631
37109,70,168,52,divorced,male,12,33.96
13000,65,150,49,single,female,12,1.439
65000,66,157,52,single,female,12,32.286
22000,73,154,53,married,male,11,12.208
70000,73,185,51,married,male,12,4.27
25000,78,227,50,single,male,16,32.677
12000,64,160,49,separated,female,16,5.497
40000,69,205,48,married,male,12,0
28000,76,230,48,married,male,12,11.65
25000,66,200,50,divorced,female,18,45.129
8000,62,126,51,separated,female,9,4.018
30000,62,170,52,married,female,14,26.196
40000,62,225,47,divorced,female,12,14.933
34000,67,165,48,divorced,male,14,69.315
14000,67,156,51,divorced,male,16,54.176
13000,62,260,49,single,female,12,37.69
73000,72,210,51,married,male,14,12.73
52000,66,164,49,married,female,15,38.843
10000,75,195,51,divorced,male,12,6.715
30000,73,193,52,married,male,12,6.783
22000,65,180,48,divorced,female,12,14.983
65000,70,182,53,married,male,14,46.301
3000,69,160,48,single,male,9,2.222
1100,66,130,51,married,female,12,6.535
45000,71,226,52,married,male,18,24.569
27000,66,165,50,married,female,14,34.777
10000,69,171,48,divorced,male,10,2.004
45000,61,160,52,divorced,female,14,14.88
34000,67,200,51,divorced,male,12,16.127
40000,70,195,49,single,male,12,17.382
103000,74,172,50,divorced,male,16,59.367
32000,65,160,49,married,female,12,32.559
11000,60,189,53,divorced,female,10,1.262
80000,70,265,50,divorced,male,12,33.854
30000,63,160,48,single,female,12,7.495
8000,72,192,54,married,male,19,20.581
18000,62,189,48,divorced,female,12,12.457
52000,66,190,50,married,male,12,17.864
51000,69,290,48,single,male,13,26.823
37000,63,270,51,married,female,16,13.366
15000,71,250,50,separated,male,12,20.713
50000,67,260,54,married,female,14,50.682
15000,69,260,52,single,male,14,5.38
61000,63,140,54,married,female,20,87.747
10000,62,170,50,divorced,female,12,73.405
27552,66,155,50,single,female,12,25.268
50000,66,208,51,married,female,13,42.476
400,64,250,55,single,female,10,15.414
9600,64,220,53,married,female,12,5.141
26000,64,197,52,single,female,12,11.334
37000,68,220,50,married,male,12,38.712
70000,70,225,51,single,male,12,23.091
5000,72,423,52,married,male,12,16.023
44000,68,184,48,single,female,13,37.585
72000,65,NA,54,married,female,16,47.228
49000,69,270,52,married,male,17,47.109
65000,72,205,54,divorced,male,14,41.582
800,69,195,55,married,male,13,26.461
39000,71,180,54,married,male,12,12.739
32000,66,175,48,single,female,16,7.116
85000,70,225,51,single,male,14,35.608
25000,61,160,50,single,female,12,38.744
32000,61,116,54,widowed,female,12,12.922
40000,65,169,50,married,female,12,48.125
45000,65,155,52,single,male,12,2.311
1400,63,144,51,married,female,14,17.346
51850,64,165,48,married,female,16,50.092
52000,71,270,51,married,male,12,88.767
24000,62,179,51,separated,female,14,6.229
40000,60,127,48,divorced,female,12,22.089
40000,68,175,50,married,male,12,28.766
59400,66,180,50,single,female,12,14.56
26500,66,160,55,married,male,12,NA
19000,61,230,51,single,female,15,21.414
125000,65,158,51,single,male,16,54.085
45500,65,150,49,married,male,12,18.993
117000,70,235,49,married,male,15,47.05
30000,67,180,55,divorced,female,12,13.302
2800,66,198,49,separated,female,8,5.913
14000,67,210,52,married,male,12,5.699
25000,74,275,51,married,male,11,1.348
34000,65,209,50,single,female,12,23.225
130000,62,160,52,married,female,14,13.536
17000,73,211,50,single,male,9,1.729
20000,73,223,51,married,male,12,12.432
89000,71,200,49,married,male,14,43.241
32000,67,240,50,married,male,11,2.784
58000,65,160,50,single,female,16,89.519
54000,72,194,54,married,male,10,50.22
60000,69,220,54,married,male,14,48.657
49000,67,165,51,married,male,16,23.839
24000,75,185,49,single,male,13,0.599
39000,66,185,48,married,female,16,35.791
30000,73,210,50,single,male,11,20.419
63000,60,165,55,divorced,female,13,25.759
74881,64,260,52,single,female,12,61.146
64000,77,260,51,married,male,12,41.251
70000,64,150,55,single,female,18,46.143
54000,66,154,53,single,female,13,28.607
20000,71,195,52,married,male,12,35.97
38000,71,219,49,married,female,12,14.766
55000,68,185,52,single,female,14,42.847
35000,71,282,50,married,female,16,32.772
85000,68,160,55,married,male,18,94.443
51500,65,185,55,divorced,female,13,35.576
65000,67,223,53,married,male,11,15.076
62000,64,165,54,single,female,14,23.727
48000,66,198,48,married,male,14,59.615
23000,68,170,50,married,male,16,5.393
46000,60,140,53,divorced,female,14,35.54
85000,62,130,50,married,female,16,84.813
30000,70,177,50,single,male,10,3.824
40000,69,175,49,single,male,10,0.288
35000,67,155,49,married,female,13,21.412
150000,71,255,53,married,male,16,53.871
81000,64,135,51,divorced,male,20,73.787
7000,65,140,50,married,female,14,30.145
55000,64,220,55,divorced,female,14,37.45
25000,61,133,50,separated,female,10,2.476
60000,63,167,51,married,male,11,25.73
60000,62,136,49,married,male,12,21.247
130000,68,175,48,married,male,18,100
32000,69,210,52,married,male,11,0.264
18000,65,170,53,married,female,12,12.822
27000,60,160,55,separated,female,12,NA
62000,64,142,54,single,female,18,33.708
30000,72,240,53,single,male,10,10.911
18000,59,115,51,single,female,10,15.116
30000,72,170,50,divorced,male,12,23.407
6510,66,135,55,married,female,16,93.535
343830,72,205,55,married,male,16,98.35
95000,73,190,53,married,male,16,77.616
54501,70,197,55,married,male,19,94.605
108000,67,140,55,married,female,17,53.578
97000,72,185,52,divorced,male,14,49.886
40000,64,152,49,divorced,female,16,26.127
100000,71,230,53,divorced,male,12,14.08
120000,68,192,48,married,male,16,43.985
40000,69,180,54,married,male,16,20.967
30000,70,264,48,married,male,11,22.351
33000,71,205,48,separated,male,18,43.746
59000,69,155,55,separated,female,16,30.308
23500,59,150,54,married,female,12,14.249
23000,69,230,53,single,male,12,10.776
24000,62,175,51,married,female,12,31.61
56000,66,228,49,married,male,11,9.878
16000,74,245,55,married,male,12,5.727
41000,69,NA,51,married,female,14,61.821
10000,60,145,53,married,female,12,23.901
85000,75,220,49,married,male,14,55.819
46000,60,133,47,married,female,12,31.947
26500,63,175,53,divorced,female,10,59.335
30000,64,174,54,married,female,12,10.318
50000,58,180,53,divorced,female,15,7.807
45,64,185,52,single,female,14,47.332
100000,67,200,51,divorced,female,16,21.852
56000,62,170,55,married,female,13,11.001
300,70,170,50,divorced,male,9,5.856
34000,69,250,49,divorced,male,9,0.115
25000,66,150,53,divorced,male,11,34.599
12016,60,156,49,married,female,13,30.795
12315,61,295,50,married,female,11,8.456
111460,68,212,52,married,male,16,76.66
70000,66,200,54,single,female,16,64.141
62000,69,290,47,married,male,12,29.033
37440,72,190,53,single,male,11,19.746
45000,62,154,48,divorced,female,15,35.894
3000,69,205,55,divorced,male,14,14.054
75000,74,240,52,married,male,13,10.588
12000,68,140,50,married,female,12,36.031
1971,72,170,49,single,male,13,18.582
38000,73,200,53,married,male,14,27.39
49000,66,230,49,single,male,16,54.672
6000,68,182,49,single,male,11,12.503
52000,62,170,52,married,female,12,26.713
28911,63,152,55,divorced,female,12,NA
56000,64,180,48,married,female,14,89.867
35000,69,157,51,widowed,female,12,47.674
30000,71,178,49,married,female,12,37.621
110000,75,215,48,married,male,17,54.916
8000,69,190,55,single,male,10,6.842
1000,74,218,53,single,male,12,57.216
11832,67,200,51,married,female,12,26.484
61000,63,165,55,divorced,female,13,50.971
14000,70,140,53,single,male,12,NA
30000,68,170,54,divorced,male,12,67.154
62000,72,260,53,married,male,12,62.353
9900,69,193,52,single,female,14,41.184
35000,71,200,47,married,female,14,88.889
68000,59,165,52,married,female,17,20.084
97300,66,205,52,married,male,20,63.977
80000,68,215,50,married,female,16,40.346
23000,68,200,52,widowed,female,12,54.165
25000,68,215,53,single,male,12,24.915
25000,63,190,54,divorced,female,13,26.249
54000,69,199,52,married,male,12,NA
80000,67,190,50,married,male,12,52.329
69000,69,180,50,divorced,male,12,57.711
50000,65,NA,51,single,female,12,37.344
55000,66,185,49,divorced,female,14,16.856
36000,61,110,50,married,female,12,6.912
46185,64,141,54,married,female,13,46.917
160000,62,152,53,divorced,female,14,51.764
54000,65,210,49,married,female,16,44.158
65000,67,215,54,single,female,18,28.498
343830,67,207,52,married,male,17,100
120000,77,320,50,married,male,12,NA
55000,63,150,49,divorced,female,12,38.447
53000,64,153,53,divorced,female,18,37.327
45000,74,265,51,married,male,16,42.142
40000,67,190,50,divorced,male,14,45.018
25000,60,142,49,divorced,female,12,2.388
27000,73,170,55,divorced,male,12,24.867
17000,62,180,49,divorced,female,12,16.753
38000,68,155,51,married,male,12,5.458
65000,62,230,54,divorced,female,20,51.035
3000,67,217,51,married,female,14,19.165
112000,68,204,55,divorced,female,18,62.898
58000,64,175,50,single,female,12,5.797
500,63,174,48,single,female,15,18.226
65000,68,215,51,separated,male,12,9.714
95000,72,200,49,married,male,12,57.841
46000,68,184,48,divorced,male,12,13.382
33000,62,165,50,divorced,female,12,71.954
73000,65,200,53,married,male,11,14.556
75500,69,250,52,married,male,14,87.993
50000,62,174,52,divorced,female,12,10.418
61000,68,185,51,married,male,11,19.826
45760,72,235,50,divorced,male,12,91.677
42000,67,190,47,divorced,female,12,53.239
12000,64,160,49,married,female,12,61.388
18000,61,114,48,married,female,12,23.728
25000,74,175,52,married,male,12,28.998
13000,64,155,55,married,female,12,11.406
30000,70,210,53,married,male,17,1.936
53000,68,220,48,married,male,12,12.916
